Project Name,Street Name,Postal District,Property Type,No of Bedroom,Monthly Rent ($),Floor Area (SQM),Floor Area (SQFT),Lease Commencement Date
NIN RESIDENCE,PHENG GECK AVENUE,13,Non-Landed Properties,1,"3,000",40 to 50,500 to 600,Nov-25
CAIRNHILL NINE,CAIRNHILL ROAD,09,Non-Landed Properties,1,"6,300",60 to 70,700 to 800,Nov-25
THE ALPS RESIDENCES,TAMPINES STREET 86,18,Non-Landed Properties,2,"3,500",60 to 70,600 to 700,Nov-25
EVELYN MANSIONS,EVELYN ROAD,11,Non-Landed Properties,2,"4,500",70 to 80,800 to 900,Nov-25
SIMS URBAN OASIS,SIMS DRIVE,14,Non-Landed Properties,1,"3,300",30 to 40,400 to 500,Nov-25
18 WOODSVILLE,WOODSVILLE CLOSE,13,Non-Landed Properties,1,"2,900",40 to 50,400 to 500,Nov-25
DUO RESIDENCES,FRASER STREET,07,Non-Landed Properties,NA,"3,750",40 to 50,400 to 500,Nov-25
RIVERSAILS,UPPER SERANGOON CRESCENT,19,Non-Landed Properties,3,"4,400",100 to 110,"1,100 to 1,200",Nov-25
LAGOON VIEW,MARINE PARADE ROAD,15,Non-Landed Properties,NA,"5,100",150 to 160,"1,600 to 1,700",Nov-25
AFFINITY AT SERANGOON,SERANGOON NORTH AVENUE 1,19,Non-Landed Properties,2,"3,300",50 to 60,600 to 700,Nov-25
NATURALIS,LORONG M TELOK KURAU,15,Non-Landed Properties,2,"2,300",70 to 80,800 to 900,Nov-25
RIO VISTA,UPPER SERANGOON VIEW,19,Non-Landed Properties,3,"4,000",110 to 120,"1,200 to 1,300",Nov-25
TANAMERA CREST,PARI DEDAP WALK,16,Non-Landed Properties,3,"4,200",110 to 120,"1,100 to 1,200",Nov-25
WATERFRONT ISLE,BEDOK RESERVOIR ROAD,16,Non-Landed Properties,2,"3,900",80 to 90,"900 to 1,000",Nov-25
QUEENS PEAK,DUNDEE ROAD,03,Non-Landed Properties,2,"4,500",70 to 80,700 to 800,Nov-25
THE ATRIA AT MEYER,MEYER ROAD,15,Non-Landed Properties,NA,"5,600",120 to 130,"1,300 to 1,400",Nov-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,1,"5,361",40 to 50,500 to 600,Nov-25
RIVERWALK APARTMENTS,UPPER CIRCULAR ROAD,01,Non-Landed Properties,3,"8,100",150 to 160,"1,600 to 1,700",Nov-25
TREVISTA,LORONG 3 TOA PAYOH,12,Non-Landed Properties,1,"2,800",40 to 50,400 to 500,Nov-25
THE QUAYSIDE,ROBERTSON QUAY,09,Non-Landed Properties,3,"7,400",140 to 150,"1,500 to 1,600",Nov-25
LA FIESTA,SENGKANG SQUARE,19,Non-Landed Properties,3,"4,400",70 to 80,800 to 900,Nov-25
76 SHENTON,SHENTON WAY,02,Non-Landed Properties,2,"5,950",90 to 100,"900 to 1,000",Nov-25
NON-LANDED HOUSING DEVELOPMENT,TANJONG KATONG ROAD,15,Non-Landed Properties,NA,"5,000",140 to 150,"1,500 to 1,600",Nov-25
MEADOWS @ PEIRCE,UPPER THOMSON ROAD,26,Non-Landed Properties,4,"6,000",190 to 200,"2,100 to 2,200",Nov-25
ECHELON,ALEXANDRA VIEW,03,Non-Landed Properties,1,"3,400",40 to 50,400 to 500,Nov-25
ARTHUR 118,ARTHUR ROAD,15,Non-Landed Properties,2,"4,000",80 to 90,"900 to 1,000",Nov-25
NORMANTON PARK,NORMANTON PARK,05,Non-Landed Properties,1,"3,400",40 to 50,500 to 600,Nov-25
PARC ROSEWOOD,ROSEWOOD DRIVE,25,Non-Landed Properties,1,"2,400",40 to 50,400 to 500,Nov-25
MIDWOOD,HILLVIEW RISE,23,Non-Landed Properties,2,"3,600",50 to 60,600 to 700,Nov-25
COTE D'AZUR,MARINE PARADE ROAD,15,Non-Landed Properties,2,"5,200",100 to 110,"1,100 to 1,200",Nov-25
MARINA BAY RESIDENCES,MARINA BOULEVARD,01,Non-Landed Properties,2,"8,000",100 to 110,"1,100 to 1,200",Nov-25
VERDURE,HOLLAND ROAD,10,Non-Landed Properties,3,"7,000",130 to 140,"1,400 to 1,500",Nov-25
JADESCAPE,SHUNFU ROAD,20,Non-Landed Properties,3,"5,800",90 to 100,"1,000 to 1,100",Nov-25
L'VIV,NEWTON ROAD,11,Non-Landed Properties,1,"3,900",50 to 60,600 to 700,Nov-25
CUBE 8,THOMSON ROAD,11,Non-Landed Properties,2,"4,400",80 to 90,"900 to 1,000",Nov-25
SILVERSEA,MARINE PARADE ROAD,15,Non-Landed Properties,2,"6,000",90 to 100,"900 to 1,000",Nov-25
DAIRY FARM RESIDENCES,DAIRY FARM LANE,23,Non-Landed Properties,3,"5,200",80 to 90,"900 to 1,000",Nov-25
CANBERRA RESIDENCES,CANBERRA DRIVE,27,Non-Landed Properties,2,"3,400",70 to 80,800 to 900,Nov-25
CYAN,KENG CHIN ROAD,10,Non-Landed Properties,2,"5,800",90 to 100,"1,000 to 1,100",Nov-25
MARINA BAY RESIDENCES,MARINA BOULEVARD,01,Non-Landed Properties,1,"5,000",60 to 70,700 to 800,Nov-25
AIRSTREAM,ST. MICHAEL'S ROAD,12,Non-Landed Properties,1,"2,600",40 to 50,400 to 500,Nov-25
ARDMORE PARK,ARDMORE PARK,10,Non-Landed Properties,4,"19,500",260 to 270,"2,800 to 2,900",Nov-25
URBAN VISTA,TANAH MERAH KECHIL LINK,16,Non-Landed Properties,2,"3,100",50 to 60,500 to 600,Nov-25
THE GARDEN RESIDENCES,SERANGOON NORTH VIEW,19,Non-Landed Properties,1,"3,000",40 to 50,400 to 500,Nov-25
MANDARIN GARDENS,SIGLAP ROAD,15,Non-Landed Properties,2,"4,300",90 to 100,"1,000 to 1,100",Nov-25
THE SCALA,SERANGOON AVENUE 3,19,Non-Landed Properties,1,"3,200",40 to 50,400 to 500,Nov-25
CASPIAN,LAKESIDE DRIVE,22,Non-Landed Properties,NA,"3,200",40 to 50,400 to 500,Nov-25
AMBER PARK,AMBER GARDENS,15,Non-Landed Properties,2,"5,000",60 to 70,600 to 700,Nov-25
MIDTOWN MODERN,TAN QUEE LAN STREET,07,Non-Landed Properties,2,"4,900",50 to 60,500 to 600,Nov-25
DUO RESIDENCES,FRASER STREET,07,Non-Landed Properties,1,"4,400",50 to 60,500 to 600,Nov-25
THE STERLING,BUKIT TIMAH ROAD,21,Non-Landed Properties,3,"7,800",140 to 150,"1,500 to 1,600",Nov-25
THE MAKENA,MEYER ROAD,15,Non-Landed Properties,3,"5,500",150 to 160,"1,600 to 1,700",Nov-25
SKY VUE,BISHAN STREET 15,20,Non-Landed Properties,1,"3,200",40 to 50,400 to 500,Nov-25
OUE TWIN PEAKS,LEONIE HILL ROAD,09,Non-Landed Properties,1,"4,400",50 to 60,500 to 600,Nov-25
RIVERFRONT RESIDENCES,HOUGANG AVENUE 7,19,Non-Landed Properties,1,"3,100",40 to 50,500 to 600,Nov-25
NOUVEL 18,ANDERSON ROAD,10,Non-Landed Properties,4,"20,000",310 to 320,"3,300 to 3,400",Nov-25
SEASIDE RESIDENCES,SIGLAP LINK,15,Non-Landed Properties,1,"3,500",40 to 50,500 to 600,Nov-25
OKIO,BALESTIER ROAD,12,Non-Landed Properties,1,"3,000",30 to 40,400 to 500,Nov-25
VIDA,PECK HAY ROAD,09,Non-Landed Properties,1,"3,400",40 to 50,500 to 600,Nov-25
THE CENTRIS,JURONG WEST CENTRAL 3,22,Non-Landed Properties,3,"6,800",140 to 150,"1,500 to 1,600",Nov-25
THE CENTRIS,JURONG WEST CENTRAL 3,22,Non-Landed Properties,2,"4,700",80 to 90,"900 to 1,000",Nov-25
ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,05,Non-Landed Properties,1,"3,750",70 to 80,800 to 900,Nov-25
RIVIERE,JIAK KIM STREET,03,Non-Landed Properties,2,"7,100",70 to 80,800 to 900,Nov-25
ROBERTSON EDGE,TONG WATT ROAD,09,Non-Landed Properties,1,"3,150",40 to 50,400 to 500,Nov-25
BOTANNIA,WEST COAST PARK,05,Non-Landed Properties,3,"6,000",110 to 120,"1,200 to 1,300",Nov-25
ARCHIPELAGO,BEDOK RESERVOIR ROAD,16,Non-Landed Properties,2,"3,800",70 to 80,800 to 900,Nov-25
AMBER PARK,AMBER GARDENS,15,Non-Landed Properties,2,"5,050",60 to 70,600 to 700,Nov-25
8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-Landed Properties,1,"4,250",80 to 90,800 to 900,Nov-25
THE RISE @ OXLEY - RESIDENCES,OXLEY RISE,09,Non-Landed Properties,1,"3,600",40 to 50,400 to 500,Nov-25
ORCHID PARK CONDOMINIUM,YISHUN STREET 81,27,Non-Landed Properties,4,"4,200",150 to 160,"1,600 to 1,700",Nov-25
AVENUE SOUTH RESIDENCE,SILAT AVENUE,03,Non-Landed Properties,2,"4,200",60 to 70,600 to 700,Nov-25
V ON SHENTON,SHENTON WAY,01,Non-Landed Properties,1,"4,200",60 to 70,700 to 800,Nov-25
PARC SOMME,SOMME ROAD,08,Non-Landed Properties,2,"3,600",50 to 60,500 to 600,Nov-25
DEVONSHIRE RESIDENCES,DEVONSHIRE ROAD,09,Non-Landed Properties,1,"3,350",40 to 50,400 to 500,Nov-25
OCEAN FRONT SUITES,JALAN LOYANG BESAR,17,Non-Landed Properties,1,"2,250",30 to 40,300 to 400,Nov-25
THE M,MIDDLE ROAD,07,Non-Landed Properties,1,"4,800",40 to 50,500 to 600,Nov-25
24 ONE RESIDENCES,PASIR PANJANG ROAD,05,Non-Landed Properties,3,"4,800",70 to 80,800 to 900,Nov-25
THE GLYNDEBOURNE,TREVOSE CRESCENT,11,Non-Landed Properties,2,"4,850",90 to 100,"1,000 to 1,100",Nov-25
THE ESTUARY,YISHUN AVENUE 1,27,Non-Landed Properties,1,"2,600",50 to 60,500 to 600,Nov-25
ONZE @ TANJONG PAGAR,KEE SENG STREET,02,Non-Landed Properties,3,"4,100",100 to 110,"1,100 to 1,200",Nov-25
RIVERFRONT RESIDENCES,HOUGANG AVENUE 7,19,Non-Landed Properties,1,"2,700",40 to 50,400 to 500,Nov-25
THE WATER EDGE,LORONG 38 GEYLANG,14,Non-Landed Properties,1,"3,000",50 to 60,500 to 600,Nov-25
THE CLIFT,MCCALLUM STREET,01,Non-Landed Properties,1,"4,000",40 to 50,400 to 500,Nov-25
INTERO,LEICESTER ROAD,13,Non-Landed Properties,3,"4,550",90 to 100,"1,000 to 1,100",Nov-25
GEM RESIDENCES,LORONG 5 TOA PAYOH,12,Non-Landed Properties,1,"3,250",40 to 50,400 to 500,Nov-25
CONCOURSE SKYLINE,BEACH ROAD,07,Non-Landed Properties,1,"4,800",80 to 90,800 to 900,Nov-25
RIVIERA 38,MAR THOMA ROAD,12,Non-Landed Properties,1,"2,700",40 to 50,400 to 500,Nov-25
SIGLAP V,FIRST STREET,15,Non-Landed Properties,1,"3,100",40 to 50,500 to 600,Nov-25
19 NASSIM,NASSIM HILL,10,Non-Landed Properties,2,"8,200",70 to 80,800 to 900,Nov-25
HYLL ON HOLLAND,HOLLAND ROAD,10,Non-Landed Properties,2,"4,900",60 to 70,600 to 700,Nov-25
TREASURE AT TAMPINES,TAMPINES LANE,18,Non-Landed Properties,1,"2,700",40 to 50,400 to 500,Nov-25
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,03,Non-Landed Properties,1,"3,900",40 to 50,400 to 500,Nov-25
D'ECOSIA,STILL ROAD SOUTH,15,Non-Landed Properties,1,"3,380",90 to 100,"1,000 to 1,100",Nov-25
SOLEIL @ SINARAN,SINARAN DRIVE,11,Non-Landed Properties,2,"7,300",100 to 110,"1,000 to 1,100",Nov-25
KENT RIDGE HILL RESIDENCES,SOUTH BUONA VISTA ROAD,05,Non-Landed Properties,1,"3,500",40 to 50,500 to 600,Nov-25
SKYSUITES@ANSON,ENGGOR STREET,02,Non-Landed Properties,2,"4,900",60 to 70,600 to 700,Nov-25
HILLVIEW REGENCY,BUKIT BATOK EAST AVENUE 2,23,Non-Landed Properties,3,"4,400",100 to 110,"1,100 to 1,200",Nov-25
FORETT@BUKIT TIMAH,TOH TUCK ROAD,21,Non-Landed Properties,2,"3,600",50 to 60,600 to 700,Nov-25
THE PEAK @ CAIRNHILL II,CAIRNHILL CIRCLE,09,Non-Landed Properties,2,"5,000",80 to 90,"900 to 1,000",Nov-25
THE RESIDENCES AT W SINGAPORE SENTOSA COVE,OCEAN WAY,04,Non-Landed Properties,3,"9,400",150 to 160,"1,600 to 1,700",Nov-25
DUO RESIDENCES,FRASER STREET,07,Non-Landed Properties,2,"6,600",70 to 80,800 to 900,Nov-25
PASIR RIS 8,PASIR RIS DRIVE 8,18,Non-Landed Properties,1,"3,100",40 to 50,500 to 600,Nov-25
LINCOLN SUITES,KHIANG GUAN AVENUE,11,Non-Landed Properties,1,"3,600",40 to 50,500 to 600,Nov-25
833 M B RESIDENCES,MOUNTBATTEN ROAD,15,Non-Landed Properties,1,"3,100",50 to 60,500 to 600,Nov-25
ROBERTSON 100,ROBERTSON QUAY,09,Non-Landed Properties,2,"5,100",80 to 90,800 to 900,Nov-25
PRESTIGE HEIGHTS,BALESTIER ROAD,12,Non-Landed Properties,2,"3,300",50 to 60,500 to 600,Nov-25
SIMS URBAN OASIS,SIMS DRIVE,14,Non-Landed Properties,1,"3,000",30 to 40,400 to 500,Nov-25
SUNSHINE PLAZA,PRINSEP LINK,07,Non-Landed Properties,2,"4,600",70 to 80,700 to 800,Nov-25
KENT RESIDENCES,KENT ROAD,08,Non-Landed Properties,1,"2,500",30 to 40,400 to 500,Nov-25
CENTURY MANSIONS,JALAN REMAJA,23,Non-Landed Properties,3,"3,500",90 to 100,"1,000 to 1,100",Nov-25
MANDARIN GARDENS,SIGLAP ROAD,15,Non-Landed Properties,3,"6,800",180 to 190,"2,000 to 2,100",Nov-25
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-Landed Properties,1,"3,500",40 to 50,400 to 500,Nov-25
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,03,Non-Landed Properties,1,"3,600",40 to 50,400 to 500,Nov-25
ORCHID PARK CONDOMINIUM,YISHUN STREET 81,27,Non-Landed Properties,4,"3,800",170 to 180,"1,800 to 1,900",Nov-25
CYAN,KENG CHIN ROAD,10,Non-Landed Properties,3,"14,800",280 to 290,"3,000 to 3,100",Nov-25
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,2,"6,700",90 to 100,"1,000 to 1,100",Nov-25
ONE SHENTON,SHENTON WAY,01,Non-Landed Properties,1,"4,500",50 to 60,600 to 700,Nov-25
SENGKANG GRAND RESIDENCES,COMPASSVALE BOW,19,Non-Landed Properties,2,"3,500",60 to 70,600 to 700,Nov-25
WATERTOWN,PUNGGOL CENTRAL,19,Non-Landed Properties,1,"3,250",50 to 60,500 to 600,Nov-25
LA BRISA,LORONG 28 GEYLANG,14,Non-Landed Properties,1,"2,850",40 to 50,400 to 500,Nov-25
THE TAPESTRY,TAMPINES STREET 86,18,Non-Landed Properties,2,"3,500",50 to 60,600 to 700,Nov-25
THE TESSARINA,WILBY ROAD,10,Non-Landed Properties,3,"6,200",120 to 130,"1,300 to 1,400",Nov-25
SIN CHUAN GARDEN,WARINGIN PARK,14,Non-Landed Properties,NA,"4,200",120 to 130,"1,300 to 1,400",Nov-25
DUO RESIDENCES,FRASER STREET,07,Non-Landed Properties,1,"4,300",60 to 70,600 to 700,Nov-25
THE CALLISTA,MAR THOMA ROAD,12,Non-Landed Properties,3,"4,200",120 to 130,"1,300 to 1,400",Nov-25
THE HORIZON,HOLT ROAD,10,Non-Landed Properties,3,"6,100",140 to 150,"1,500 to 1,600",Nov-25
GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,20,Non-Landed Properties,3,"6,500",120 to 130,"1,300 to 1,400",Nov-25
CHARLESTON,SHANGHAI ROAD,10,Non-Landed Properties,3,"6,250",210 to 220,"2,200 to 2,300",Nov-25
BEDOK RESIDENCES,BEDOK NORTH DRIVE,16,Non-Landed Properties,2,"4,700",80 to 90,800 to 900,Nov-25
HAUS ON HANDY,HANDY ROAD,09,Non-Landed Properties,1,"4,350",40 to 50,400 to 500,Nov-25
OPTIMA @ TANAH MERAH,TANAH MERAH KECHIL AVENUE,16,Non-Landed Properties,2,"4,200",90 to 100,"1,000 to 1,100",Nov-25
SIMSVILLE,GEYLANG EAST AVENUE 2,14,Non-Landed Properties,2,"4,300",90 to 100,"900 to 1,000",Nov-25
RIVIERE,JIAK KIM STREET,03,Non-Landed Properties,1,"5,400",50 to 60,500 to 600,Nov-25
MANDARIN GARDENS,SIGLAP ROAD,15,Non-Landed Properties,1,"3,050",60 to 70,700 to 800,Nov-25
THE BOUTIQ,KILLINEY ROAD,09,Non-Landed Properties,2,"6,000",90 to 100,"1,000 to 1,100",Nov-25
BALMORAL HILLS,BALMORAL PARK,10,Non-Landed Properties,4,"9,000",170 to 180,"1,800 to 1,900",Nov-25
CANBERRA RESIDENCES,CANBERRA DRIVE,27,Non-Landed Properties,2,"3,400",80 to 90,800 to 900,Nov-25
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,2,"6,300",80 to 90,"900 to 1,000",Nov-25
ELIZABETH TOWER,MOUNT ELIZABETH,09,Non-Landed Properties,3,"6,000",180 to 190,"2,000 to 2,100",Nov-25
VAN HOLLAND,HOLLAND ROAD,10,Non-Landed Properties,2,"5,300",60 to 70,600 to 700,Nov-25
THE NAUTICAL,JALAN SENDUDOK,27,Non-Landed Properties,NA,"2,350",40 to 50,400 to 500,Nov-25
SKY VUE,BISHAN STREET 15,20,Non-Landed Properties,2,"4,200",60 to 70,600 to 700,Nov-25
BOTANIQUE AT BARTLEY,UPPER PAYA LEBAR ROAD,19,Non-Landed Properties,1,"3,300",40 to 50,400 to 500,Nov-25
THE WATERGARDENS AT CANBERRA,CANBERRA DRIVE,27,Non-Landed Properties,3,"5,200",100 to 110,"1,100 to 1,200",Nov-25
SIMS URBAN OASIS,SIMS DRIVE,14,Non-Landed Properties,2,"4,000",50 to 60,600 to 700,Nov-25
ONE PEARL BANK,PEARL BANK,03,Non-Landed Properties,NA,"3,600",40 to 50,400 to 500,Nov-25
THE INTERLACE,DEPOT ROAD,04,Non-Landed Properties,2,"5,100",90 to 100,"1,000 to 1,100",Nov-25
THE CENTRIS,JURONG WEST CENTRAL 3,22,Non-Landed Properties,2,"6,600",80 to 90,800 to 900,Nov-25
WOODHAVEN,WOODGROVE AVENUE,25,Non-Landed Properties,NA,"8,800",310 to 320,"3,300 to 3,400",Nov-25
NOTTINGHILL SUITES,TOH TUCK ROAD,21,Non-Landed Properties,1,"2,600",30 to 40,300 to 400,Nov-25
SPOTTISWOODE RESIDENCES,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,1,"3,800",50 to 60,600 to 700,Nov-25
NON-LANDED HOUSING DEVELOPMENT,CHANGI ROAD,14,Non-Landed Properties,NA,"3,300",60 to 70,700 to 800,Nov-25
NON-LANDED HOUSING DEVELOPMENT,KIM KEAT ROAD,12,Non-Landed Properties,4,"15,500",270 to 280,"2,900 to 3,000",Nov-25
THE AMBROSIA,LORONG N TELOK KURAU,15,Non-Landed Properties,4,"5,100",140 to 150,"1,500 to 1,600",Nov-25
TREASURE AT TAMPINES,TAMPINES LANE,18,Non-Landed Properties,2,"3,400",50 to 60,500 to 600,Nov-25
RIVIERA 38,MAR THOMA ROAD,12,Non-Landed Properties,2,"3,600",80 to 90,800 to 900,Nov-25
THE TAPESTRY,TAMPINES STREET 86,18,Non-Landed Properties,2,"3,450",50 to 60,600 to 700,Nov-25
SIGNATURE PARK,TOH TUCK ROAD,21,Non-Landed Properties,2,"4,300",90 to 100,"1,000 to 1,100",Nov-25
THE LAKESHORE,JURONG WEST STREET 41,22,Non-Landed Properties,2,"4,100",80 to 90,800 to 900,Nov-25
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,5,"5,200",130 to 140,"1,300 to 1,400",Nov-25
RIVER PLACE,HAVELOCK ROAD,03,Non-Landed Properties,1,"4,100",70 to 80,700 to 800,Nov-25
PARK EAST,JALAN TUA KONG,15,Non-Landed Properties,NA,"5,700",180 to 190,"1,900 to 2,000",Nov-25
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,1,"4,500",60 to 70,600 to 700,Nov-25
THE BENCOOLEN,BENCOOLEN STREET,07,Non-Landed Properties,2,"4,900",80 to 90,800 to 900,Nov-25
THE ANCHORAGE,ALEXANDRA ROAD,03,Non-Landed Properties,3,"6,000",170 to 180,"1,800 to 1,900",Nov-25
HILLSTA,PHOENIX ROAD,23,Non-Landed Properties,NA,"3,000",40 to 50,500 to 600,Nov-25
PALM LODGE,LORONG 37 GEYLANG,14,Non-Landed Properties,NA,"5,300",150 to 160,"1,600 to 1,700",Nov-25
PARADISE PALMS,DUNMAN ROAD,15,Non-Landed Properties,3,"5,450",100 to 110,"1,100 to 1,200",Nov-25
THE ASTON,KAY POH ROAD,10,Non-Landed Properties,1,"3,800",60 to 70,600 to 700,Nov-25
SUITES 28,LORONG 30 GEYLANG,14,Non-Landed Properties,2,"2,600",80 to 90,"900 to 1,000",Nov-25
THE RESIDENCES AT W SINGAPORE SENTOSA COVE,OCEAN WAY,04,Non-Landed Properties,2,"8,400",110 to 120,"1,200 to 1,300",Nov-25
THE HOLLAND COLLECTION,HOLLAND ROAD,10,Non-Landed Properties,3,"8,500",300 to 310,"3,200 to 3,300",Nov-25
AVENUE SOUTH RESIDENCE,SILAT AVENUE,03,Non-Landed Properties,2,"4,100",60 to 70,600 to 700,Nov-25
MARINE VILLE,MARINE PARADE,15,Non-Landed Properties,2,"4,800",100 to 110,"1,000 to 1,100",Nov-25
SUNDANCE SUITES,DUKU PLACE,15,Non-Landed Properties,1,"3,200",50 to 60,500 to 600,Nov-25
D'WEAVE,LORONG 39 GEYLANG,14,Non-Landed Properties,3,"3,800",70 to 80,800 to 900,Nov-25
TROPIKA EAST,FOO KIM LIN ROAD,14,Non-Landed Properties,1,"2,800",40 to 50,500 to 600,Nov-25
THE COLONNADE,GRANGE ROAD,10,Non-Landed Properties,3,"17,500",370 to 380,"3,900 to 4,000",Nov-25
STRATA,ESSEX ROAD,11,Non-Landed Properties,1,"3,200",40 to 50,500 to 600,Nov-25
FOREST WOODS,LORONG LEW LIAN,19,Non-Landed Properties,4,"6,800",110 to 120,"1,200 to 1,300",Nov-25
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,03,Non-Landed Properties,2,"4,500",60 to 70,600 to 700,Nov-25
SUITES@BRADDELL,BRADDELL ROAD,13,Non-Landed Properties,1,"2,500",40 to 50,400 to 500,Nov-25
TRE RESIDENCES,GEYLANG EAST AVENUE 1,14,Non-Landed Properties,1,"2,950",30 to 40,400 to 500,Nov-25
MARINA ONE RESIDENCES,MARINA WAY,01,Non-Landed Properties,1,"6,200",70 to 80,700 to 800,Nov-25
CASERO @ DUNMAN,DUNMAN ROAD,15,Non-Landed Properties,3,"7,250",230 to 240,"2,500 to 2,600",Nov-25
RIVERFRONT RESIDENCES,HOUGANG AVENUE 7,19,Non-Landed Properties,2,"3,300",60 to 70,700 to 800,Nov-25
BULLION PARK,LENTOR LOOP,26,Non-Landed Properties,3,"4,200",110 to 120,"1,200 to 1,300",Nov-25
THE GREENWICH,SELETAR ROAD,28,Non-Landed Properties,1,"2,900",50 to 60,600 to 700,Nov-25
LINCOLN SUITES,KHIANG GUAN AVENUE,11,Non-Landed Properties,NA,"3,300",40 to 50,400 to 500,Nov-25
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,03,Non-Landed Properties,1,"3,900",40 to 50,400 to 500,Nov-25
THE STERLING,BUKIT TIMAH ROAD,21,Non-Landed Properties,4,"8,500",180 to 190,"1,900 to 2,000",Nov-25
ASPEN HEIGHTS,RIVER VALLEY ROAD,09,Non-Landed Properties,3,"6,000",120 to 130,"1,300 to 1,400",Nov-25
ECO,BEDOK SOUTH AVENUE 3,16,Non-Landed Properties,1,"3,500",60 to 70,600 to 700,Nov-25
MELVILLE PARK,SIMEI STREET 1,18,Non-Landed Properties,2,"3,200",80 to 90,"900 to 1,000",Nov-25
HAZEL PARK CONDOMINIUM,HAZEL PARK TERRACE,23,Non-Landed Properties,3,"4,000",120 to 130,"1,300 to 1,400",Nov-25
CONCOURSE SKYLINE,BEACH ROAD,07,Non-Landed Properties,2,"7,700",130 to 140,"1,400 to 1,500",Nov-25
THE ABODE AT DEVONSHIRE,DEVONSHIRE ROAD,09,Non-Landed Properties,3,"5,300",100 to 110,"1,100 to 1,200",Nov-25
KINGSFORD WATERBAY,UPPER SERANGOON VIEW,19,Non-Landed Properties,1,"3,000",60 to 70,600 to 700,Nov-25
HIGH OAK CONDOMINIUM,TOH TUCK ROAD,21,Non-Landed Properties,3,"5,100",100 to 110,"1,100 to 1,200",Nov-25
76 SHENTON,SHENTON WAY,02,Non-Landed Properties,1,"5,000",50 to 60,500 to 600,Nov-25
EMERALD GARDEN,CLUB STREET,01,Non-Landed Properties,2,"5,600",110 to 120,"1,200 to 1,300",Nov-25
THE PALETTE,PASIR RIS GROVE,18,Non-Landed Properties,3,"4,400",90 to 100,"1,000 to 1,100",Nov-25
THE WOODLEIGH RESIDENCES,BIDADARI PARK DRIVE,13,Non-Landed Properties,2,"4,050",50 to 60,500 to 600,Nov-25
D'NEST,PASIR RIS GROVE,18,Non-Landed Properties,1,"2,800",50 to 60,500 to 600,Nov-25
PARC IMPERIAL,PASIR PANJANG ROAD,05,Non-Landed Properties,NA,"3,000",30 to 40,300 to 400,Nov-25
THE ATRIA AT MEYER,MEYER ROAD,15,Non-Landed Properties,NA,"7,000",150 to 160,"1,600 to 1,700",Nov-25
SPRING GROVE,GRANGE ROAD,10,Non-Landed Properties,2,"4,700",90 to 100,"1,000 to 1,100",Nov-25
PARC OLYMPIA,FLORA DRIVE,17,Non-Landed Properties,2,"3,500",70 to 80,700 to 800,Nov-25
FORESQUE RESIDENCES,PETIR ROAD,23,Non-Landed Properties,3,"5,000",100 to 110,"1,100 to 1,200",Nov-25
BAYSHORE PARK,BAYSHORE ROAD,16,Non-Landed Properties,4,"6,000",200 to 210,"2,100 to 2,200",Nov-25
MARINA ONE RESIDENCES,MARINA WAY,01,Non-Landed Properties,1,"4,380",60 to 70,700 to 800,Nov-25
MARINA ONE RESIDENCES,MARINA WAY,01,Non-Landed Properties,1,"4,500",60 to 70,700 to 800,Nov-25
KOVAN REGENCY,KOVAN RISE,19,Non-Landed Properties,1,"3,100",50 to 60,600 to 700,Nov-25
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,04,Non-Landed Properties,3,"7,580",120 to 130,"1,300 to 1,400",Nov-25
SUMMER GREEN,BOON TECK ROAD,12,Non-Landed Properties,3,"3,300",120 to 130,"1,200 to 1,300",Nov-25
BAYVILLE CONDOMINIUM,SOUTH BUONA VISTA ROAD,05,Non-Landed Properties,2,"3,000",80 to 90,800 to 900,Nov-25
PATENT PLACE,JALAN RAJAWALI,21,Non-Landed Properties,3,"7,000",180 to 190,"1,900 to 2,000",Nov-25
PATERSON SUITES,PATERSON ROAD,09,Non-Landed Properties,3,"9,350",160 to 170,"1,700 to 1,800",Nov-25
YONG AN PARK,RIVER VALLEY ROAD,09,Non-Landed Properties,1,"4,000",90 to 100,"1,000 to 1,100",Nov-25
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,3,"3,700",90 to 100,"900 to 1,000",Nov-25
THE SPRINGBLOOM,SERANGOON AVENUE 3,19,Non-Landed Properties,3,"5,100",120 to 130,"1,300 to 1,400",Nov-25
