Project Name,Street Name,Postal District,Property Type,No of Bedroom,Monthly Rent ($),Floor Area (SQM),Floor Area (SQFT),Lease Commencement Date
SANCTUARY GREEN,TANJONG RHU ROAD,15,Non-Landed Properties,3,"6,000",130 to 140,"1,300 to 1,400",Dec-24
TYRWHITT 139,TYRWHITT ROAD,08,Non-Landed Properties,1,"2,500",30 to 40,300 to 400,Dec-24
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-Landed Properties,2,"4,200",70 to 80,700 to 800,Dec-24
THE LAURELS,CAIRNHILL ROAD,09,Non-Landed Properties,2,"7,000",90 to 100,"1,000 to 1,100",Dec-24
CASTLE GREEN,YIO CHU KANG ROAD,26,Non-Landed Properties,3,"4,100",100 to 110,"1,100 to 1,200",Dec-24
MELVILLE PARK,SIMEI STREET 1,18,Non-Landed Properties,2,"3,200",80 to 90,"900 to 1,000",Dec-24
CASTLE GREEN,YIO CHU KANG ROAD,26,Non-Landed Properties,3,"4,500",100 to 110,"1,100 to 1,200",Dec-24
DUO RESIDENCES,FRASER STREET,07,Non-Landed Properties,1,"4,300",60 to 70,600 to 700,Dec-24
ALTEZ,ENGGOR STREET,02,Non-Landed Properties,1,"4,500",40 to 50,500 to 600,Dec-24
CLIVEDEN AT GRANGE,GRANGE ROAD,10,Non-Landed Properties,4,"15,000",260 to 270,"2,800 to 2,900",Dec-24
THE BENCOOLEN,BENCOOLEN STREET,07,Non-Landed Properties,2,"4,000",70 to 80,800 to 900,Dec-24
THE LAKEFRONT RESIDENCES,LAKESIDE DRIVE,22,Non-Landed Properties,2,"4,150",60 to 70,700 to 800,Dec-24
WILKIE 80,WILKIE ROAD,09,Non-Landed Properties,2,"4,000",50 to 60,500 to 600,Dec-24
STRATA,ESSEX ROAD,11,Non-Landed Properties,2,"4,600",90 to 100,"1,000 to 1,100",Dec-24
AVENUE SOUTH RESIDENCE,SILAT AVENUE,03,Non-Landed Properties,1,"3,900",40 to 50,500 to 600,Dec-24
THE REGENCY AT TIONG BAHRU,CHAY YAN STREET,03,Non-Landed Properties,2,"5,200",80 to 90,"900 to 1,000",Dec-24
AMBERGLADES,AMBER GARDENS,15,Non-Landed Properties,NA,"4,550",100 to 110,"1,000 to 1,100",Dec-24
ARTHUR 118,ARTHUR ROAD,15,Non-Landed Properties,2,"4,000",80 to 90,800 to 900,Dec-24
SPOTTISWOODE RESIDENCES,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,2,"5,000",70 to 80,700 to 800,Dec-24
KAP RESIDENCES,KING ALBERT PARK,21,Non-Landed Properties,2,"4,000",60 to 70,600 to 700,Dec-24
THE COAST AT SENTOSA COVE,OCEAN DRIVE,04,Non-Landed Properties,4,"11,220",210 to 220,"2,300 to 2,400",Dec-24
THE TAPESTRY,TAMPINES STREET 86,18,Non-Landed Properties,2,"3,500",50 to 60,600 to 700,Dec-24
THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,05,Non-Landed Properties,1,"4,500",80 to 90,800 to 900,Dec-24
THE FORESTA @ MOUNT FABER,WISHART ROAD,04,Non-Landed Properties,2,"4,500",70 to 80,700 to 800,Dec-24
LA FLEUR,LORONG 26 GEYLANG,14,Non-Landed Properties,1,"2,600",30 to 40,400 to 500,Dec-24
SCOTTS SQUARE,SCOTTS ROAD,09,Non-Landed Properties,3,"7,000",110 to 120,"1,200 to 1,300",Dec-24
LA VIDA @ 130,LORONG K TELOK KURAU,15,Non-Landed Properties,1,"2,500",40 to 50,400 to 500,Dec-24
EASTWOOD REGENCY,EASTWOOD ROAD,16,Non-Landed Properties,1,"2,100",40 to 50,500 to 600,Dec-24
CLAVON,CLEMENTI AVENUE 1,05,Non-Landed Properties,2,"4,100",60 to 70,600 to 700,Dec-24
HIGHLINE RESIDENCES,KIM TIAN ROAD,03,Non-Landed Properties,2,"5,400",60 to 70,600 to 700,Dec-24
THE FLORENCE RESIDENCES,HOUGANG AVENUE 2,19,Non-Landed Properties,2,"3,500",60 to 70,600 to 700,Dec-24
BUKIT REGENCY,UPPER BUKIT TIMAH VIEW,21,Non-Landed Properties,NA,"5,000",130 to 140,"1,400 to 1,500",Dec-24
THE SEAFRONT ON MEYER,MEYER ROAD,15,Non-Landed Properties,2,"5,000",90 to 100,"1,000 to 1,100",Dec-24
RIDGEWOOD,RIDGEWOOD CLOSE,10,Non-Landed Properties,3,"5,300",150 to 160,"1,600 to 1,700",Dec-24
ORANGE GROVE RESIDENCES,ORANGE GROVE ROAD,10,Non-Landed Properties,3,"7,800",170 to 180,"1,900 to 2,000",Dec-24
SUITES @ AMBER,AMBER ROAD,15,Non-Landed Properties,1,"4,000",50 to 60,600 to 700,Dec-24
THE HILLSIDE,UPPER BUKIT TIMAH ROAD,21,Non-Landed Properties,2,"3,650",90 to 100,"1,000 to 1,100",Dec-24
ROYALGREEN,ANAMALAI AVENUE,10,Non-Landed Properties,2,"4,500",60 to 70,600 to 700,Dec-24
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,04,Non-Landed Properties,4,"8,600",150 to 160,"1,600 to 1,700",Dec-24
CENTRA STUDIOS,LORONG 25 GEYLANG,14,Non-Landed Properties,1,"2,500",30 to 40,300 to 400,Dec-24
ONE-NORTH EDEN,SLIM BARRACKS RISE,05,Non-Landed Properties,3,"6,900",100 to 110,"1,100 to 1,200",Dec-24
THE PROMENADE@PELIKAT,JALAN PELIKAT,19,Non-Landed Properties,3,"3,600",80 to 90,"900 to 1,000",Dec-24
SIMS URBAN OASIS,SIMS DRIVE,14,Non-Landed Properties,1,"3,300",40 to 50,400 to 500,Dec-24
KALLANG RIVERSIDE,KAMPONG BUGIS,12,Non-Landed Properties,2,"5,750",80 to 90,"900 to 1,000",Dec-24
AMBERGLADES,AMBER GARDENS,15,Non-Landed Properties,NA,"4,450",90 to 100,"1,000 to 1,100",Dec-24
THE AVENIR,RIVER VALLEY CLOSE,09,Non-Landed Properties,NA,"8,900",100 to 110,"1,100 to 1,200",Dec-24
PARC ROSEWOOD,ROSEWOOD DRIVE,25,Non-Landed Properties,1,"2,650",40 to 50,500 to 600,Dec-24
LA FIESTA,SENGKANG SQUARE,19,Non-Landed Properties,4,"3,800",130 to 140,"1,400 to 1,500",Dec-24
EIGHT COURTYARDS,CANBERRA DRIVE,27,Non-Landed Properties,3,"4,000",80 to 90,"900 to 1,000",Dec-24
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,2,"7,400",80 to 90,800 to 900,Dec-24
8@WOODLEIGH,WOODLEIGH CLOSE,13,Non-Landed Properties,3,"5,600",100 to 110,"1,000 to 1,100",Dec-24
ALTEZ,ENGGOR STREET,02,Non-Landed Properties,2,"9,000",100 to 110,"1,100 to 1,200",Dec-24
SANCTUARY GREEN,TANJONG RHU ROAD,15,Non-Landed Properties,3,"5,825",120 to 130,"1,300 to 1,400",Dec-24
LAKE GRANDE,JURONG LAKE LINK,22,Non-Landed Properties,2,"4,200",50 to 60,600 to 700,Dec-24
THE SEAFRONT ON MEYER,MEYER ROAD,15,Non-Landed Properties,3,"7,300",140 to 150,"1,600 to 1,700",Dec-24
THE TEMBUSU,TAMPINES ROAD,19,Non-Landed Properties,1,"2,800",40 to 50,400 to 500,Dec-24
ANGULLIA PARK RESIDENCES @ ORCHARD,CUSCADEN WALK,10,Non-Landed Properties,3,"7,400",130 to 140,"1,300 to 1,400",Dec-24
FOURTH AVENUE RESIDENCES,FOURTH AVENUE,10,Non-Landed Properties,2,"4,600",60 to 70,700 to 800,Dec-24
DOUBLE BAY RESIDENCES,SIMEI STREET 4,18,Non-Landed Properties,3,"5,000",110 to 120,"1,200 to 1,300",Dec-24
D'NEST,PASIR RIS GROVE,18,Non-Landed Properties,2,"3,350",70 to 80,700 to 800,Dec-24
THE WOODLEIGH RESIDENCES,BIDADARI PARK DRIVE,13,Non-Landed Properties,2,"4,400",60 to 70,600 to 700,Dec-24
THE TENNERY,WOODLANDS ROAD,23,Non-Landed Properties,1,"2,850",50 to 60,600 to 700,Dec-24
ONE-NORTH EDEN,SLIM BARRACKS RISE,05,Non-Landed Properties,2,"5,000",60 to 70,600 to 700,Dec-24
CUBE 8,THOMSON ROAD,11,Non-Landed Properties,2,"4,200",80 to 90,800 to 900,Dec-24
ALEXIS,ALEXANDRA ROAD,03,Non-Landed Properties,2,"3,800",60 to 70,600 to 700,Dec-24
RESIDENCES @ KILLINEY,KILLINEY ROAD,09,Non-Landed Properties,3,"9,400",150 to 160,"1,600 to 1,700",Dec-24
MEYER MANSION,MEYER ROAD,15,Non-Landed Properties,1,"3,900",40 to 50,400 to 500,Dec-24
CASPIAN,LAKESIDE DRIVE,22,Non-Landed Properties,2,"4,500",90 to 100,"1,000 to 1,100",Dec-24
NORMANTON PARK,NORMANTON PARK,05,Non-Landed Properties,1,"3,400",50 to 60,500 to 600,Dec-24
SUITES 123,RANGOON ROAD,08,Non-Landed Properties,1,"2,550",30 to 40,300 to 400,Dec-24
THOMSON V TWO,SIN MING ROAD,20,Non-Landed Properties,1,"2,600",30 to 40,300 to 400,Dec-24
MAYFAIR MODERN,RIFLE RANGE ROAD,21,Non-Landed Properties,1,"3,500",40 to 50,500 to 600,Dec-24
VIVA VISTA,SOUTH BUONA VISTA ROAD,05,Non-Landed Properties,1,"3,000",30 to 40,300 to 400,Dec-24
PARC ESTA,SIMS AVENUE,14,Non-Landed Properties,3,"5,800",80 to 90,"900 to 1,000",Dec-24
THE ANSLEY,MANDALAY ROAD,11,Non-Landed Properties,4,"7,500",170 to 180,"1,800 to 1,900",Dec-24
THE FLORENCE RESIDENCES,HOUGANG AVENUE 2,19,Non-Landed Properties,2,"3,500",60 to 70,600 to 700,Dec-24
ONE SHENTON,SHENTON WAY,01,Non-Landed Properties,1,"4,500",50 to 60,500 to 600,Dec-24
OUE TWIN PEAKS,LEONIE HILL ROAD,09,Non-Landed Properties,1,"4,600",50 to 60,500 to 600,Dec-24
PARC VISTA,CORPORATION ROAD,22,Non-Landed Properties,3,"4,800",110 to 120,"1,200 to 1,300",Dec-24
L'VIV,NEWTON ROAD,11,Non-Landed Properties,1,"3,500",50 to 60,600 to 700,Dec-24
THE LANAI,HILLVIEW AVENUE,23,Non-Landed Properties,3,"4,400",90 to 100,"1,000 to 1,100",Dec-24
HAZEL PARK CONDOMINIUM,HAZEL PARK TERRACE,23,Non-Landed Properties,3,"3,800",120 to 130,"1,300 to 1,400",Dec-24
NORMANTON PARK,NORMANTON PARK,05,Non-Landed Properties,1,"3,400",40 to 50,500 to 600,Dec-24
MERAWOODS,HILLVIEW AVENUE,23,Non-Landed Properties,2,"3,500",90 to 100,"1,000 to 1,100",Dec-24
AMBERGLADES,AMBER GARDENS,15,Non-Landed Properties,NA,"4,700",110 to 120,"1,200 to 1,300",Dec-24
KEMBANGAN COURT,JALAN MASJID,14,Non-Landed Properties,NA,"3,350",100 to 110,"1,000 to 1,100",Dec-24
THE EQUATORIAL,STEVENS ROAD,10,Non-Landed Properties,2,"6,150",110 to 120,"1,100 to 1,200",Dec-24
URBAN VISTA,TANAH MERAH KECHIL LINK,16,Non-Landed Properties,2,"3,300",50 to 60,600 to 700,Dec-24
GOLDEN HEIGHTS,SERANGOON AVENUE 3,19,Non-Landed Properties,2,"3,300",60 to 70,700 to 800,Dec-24
HILLVIEW GREEN,HUME AVENUE,21,Non-Landed Properties,2,"3,700",90 to 100,"1,000 to 1,100",Dec-24
THE TENNERY,WOODLANDS ROAD,23,Non-Landed Properties,1,"2,600",50 to 60,600 to 700,Dec-24
TERRASSE,TERRASSE LANE,19,Non-Landed Properties,1,"2,350",40 to 50,500 to 600,Dec-24
UE SQUARE,RIVER VALLEY ROAD,09,Non-Landed Properties,4,"8,300",160 to 170,"1,700 to 1,800",Dec-24
DUNEARN 386,DUNEARN ROAD,11,Non-Landed Properties,2,"4,650",60 to 70,600 to 700,Dec-24
ESTELLA GARDENS,FLORA ROAD,17,Non-Landed Properties,2,"3,000",80 to 90,"900 to 1,000",Dec-24
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,2,"5,700",80 to 90,800 to 900,Dec-24
TERRASSE,TERRASSE LANE,19,Non-Landed Properties,4,"6,300",130 to 140,"1,400 to 1,500",Dec-24
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,4,"10,000",150 to 160,"1,600 to 1,700",Dec-24
MARTIN MODERN,MARTIN PLACE,09,Non-Landed Properties,3,"8,500",90 to 100,"1,000 to 1,100",Dec-24
CAIRNHILL PLAZA,CAIRNHILL ROAD,09,Non-Landed Properties,3,"8,350",260 to 270,"2,800 to 2,900",Dec-24
URBAN VISTA,TANAH MERAH KECHIL LINK,16,Non-Landed Properties,4,"4,300",90 to 100,"1,000 to 1,100",Dec-24
REGENT HEIGHTS,BUKIT BATOK EAST AVENUE 5,23,Non-Landed Properties,2,"3,700",90 to 100,"1,000 to 1,100",Dec-24
SEVENTY SAINT PATRICK'S,ST. PATRICK'S ROAD,15,Non-Landed Properties,3,"6,700",110 to 120,"1,200 to 1,300",Dec-24
SILVERSCAPE,LORONG 32 GEYLANG,14,Non-Landed Properties,1,"2,700",40 to 50,400 to 500,Dec-24
VALLEY PARK,RIVER VALLEY ROAD,10,Non-Landed Properties,1,"4,275",70 to 80,800 to 900,Dec-24
SKY GREEN,MACPHERSON ROAD,13,Non-Landed Properties,1,"3,200",40 to 50,400 to 500,Dec-24
CLYDESVIEW,JERVOIS LANE,03,Non-Landed Properties,NA,"6,500",190 to 200,"2,000 to 2,100",Dec-24
TEXTILE CENTRE,JALAN SULTAN,07,Non-Landed Properties,2,"4,200",80 to 90,800 to 900,Dec-24
THE SANTORINI,TAMPINES STREET 86,18,Non-Landed Properties,1,"2,900",40 to 50,500 to 600,Dec-24
BENCOOLEN HOUSE,BENCOOLEN STREET,07,Non-Landed Properties,3,"5,300",110 to 120,"1,200 to 1,300",Dec-24
TREASURE AT TAMPINES,TAMPINES LANE,18,Non-Landed Properties,2,"3,300",60 to 70,600 to 700,Dec-24
EASTWOOD LODGE,EASTWOOD ROAD,16,Non-Landed Properties,2,"3,150",70 to 80,700 to 800,Dec-24
THE ARTE,JALAN RAJA UDANG,12,Non-Landed Properties,2,"4,300",90 to 100,"1,000 to 1,100",Dec-24
DUCHESS CREST,DUCHESS AVENUE,10,Non-Landed Properties,4,"9,000",150 to 160,"1,700 to 1,800",Dec-24
COSTA DEL SOL,BAYSHORE ROAD,16,Non-Landed Properties,3,"5,400",120 to 130,"1,300 to 1,400",Dec-24
ADANA @ THOMSON,OLD UPPER THOMSON ROAD,20,Non-Landed Properties,3,"3,850",80 to 90,800 to 900,Dec-24
RIPPLE BAY,PASIR RIS LINK,18,Non-Landed Properties,2,"3,300",70 to 80,700 to 800,Dec-24
THE TESSARINA,WILBY ROAD,10,Non-Landed Properties,3,"6,200",120 to 130,"1,300 to 1,400",Dec-24
BALLOTA PARK CONDOMINIUM,MARIAM WAY,17,Non-Landed Properties,3,"4,100",130 to 140,"1,400 to 1,500",Dec-24
H2O RESIDENCES,FERNVALE LINK,28,Non-Landed Properties,2,"3,000",70 to 80,700 to 800,Dec-24
PANDAN VALLEY,PANDAN VALLEY,21,Non-Landed Properties,3,"7,100",200 to 210,"2,200 to 2,300",Dec-24
VISIONCREST,OXLEY RISE,09,Non-Landed Properties,2,"5,500",80 to 90,"900 to 1,000",Dec-24
D'LEEDON,LEEDON HEIGHTS,10,Non-Landed Properties,4,"14,000",220 to 230,"2,400 to 2,500",Dec-24
KERRISDALE,STURDEE ROAD,08,Non-Landed Properties,3,"5,500",110 to 120,"1,200 to 1,300",Dec-24
LA FIESTA,SENGKANG SQUARE,19,Non-Landed Properties,1,"2,750",40 to 50,400 to 500,Dec-24
THE BAYSHORE,BAYSHORE ROAD,16,Non-Landed Properties,2,"3,400",80 to 90,"900 to 1,000",Dec-24
SENGKANG GRAND RESIDENCES,COMPASSVALE BOW,19,Non-Landed Properties,2,"3,500",50 to 60,600 to 700,Dec-24
VACANZA @ EAST,LENGKONG TUJOH,14,Non-Landed Properties,4,"4,900",120 to 130,"1,300 to 1,400",Dec-24
SIGNATURE PARK,TOH TUCK ROAD,21,Non-Landed Properties,2,"3,300",90 to 100,"1,000 to 1,100",Dec-24
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,1,"2,500",40 to 50,400 to 500,Dec-24
STIRLING RESIDENCES,STIRLING ROAD,03,Non-Landed Properties,2,"4,950",50 to 60,600 to 700,Dec-24
PARC ESTA,SIMS AVENUE,14,Non-Landed Properties,2,"4,600",60 to 70,700 to 800,Dec-24
LE QUEST,BUKIT BATOK STREET 41,23,Non-Landed Properties,3,"5,100",90 to 100,"900 to 1,000",Dec-24
SEA ESTA,PASIR RIS LINK,18,Non-Landed Properties,3,"4,500",100 to 110,"1,100 to 1,200",Dec-24
MARINA ONE RESIDENCES,MARINA WAY,01,Non-Landed Properties,1,"4,300",60 to 70,700 to 800,Dec-24
SEAHILL,WEST COAST CRESCENT,05,Non-Landed Properties,2,"4,500",80 to 90,800 to 900,Dec-24
THE BLOSSOMVALE,DUNEARN ROAD,21,Non-Landed Properties,2,"3,700",90 to 100,"1,000 to 1,100",Dec-24
REGENT HEIGHTS,BUKIT BATOK EAST AVENUE 5,23,Non-Landed Properties,2,"3,600",90 to 100,"1,000 to 1,100",Dec-24
VALLEY PARK,RIVER VALLEY ROAD,10,Non-Landed Properties,2,"5,200",100 to 110,"1,100 to 1,200",Dec-24
HILLTOPS,CAIRNHILL CIRCLE,09,Non-Landed Properties,2,"9,600",120 to 130,"1,300 to 1,400",Dec-24
REGENTVILLE,HOUGANG STREET 92,19,Non-Landed Properties,3,"4,400",100 to 110,"1,000 to 1,100",Dec-24
URBAN LOFTS,RANGOON ROAD,08,Non-Landed Properties,1,"2,850",40 to 50,500 to 600,Dec-24
PARC ESTA,SIMS AVENUE,14,Non-Landed Properties,1,"3,800",40 to 50,500 to 600,Dec-24
CENTRAL GREEN CONDOMINIUM,JALAN MEMBINA,03,Non-Landed Properties,3,"5,700",120 to 130,"1,200 to 1,300",Dec-24
SOUTHAVEN I,HINDHEDE WALK,21,Non-Landed Properties,3,"4,600",120 to 130,"1,200 to 1,300",Dec-24
THE ATELIER,MAKEWAY AVENUE,09,Non-Landed Properties,NA,"3,700",50 to 60,500 to 600,Dec-24
COSTA RHU,RHU CROSS,15,Non-Landed Properties,2,"5,400",120 to 130,"1,300 to 1,400",Dec-24
LOYANG VALLEY,LOYANG AVENUE,17,Non-Landed Properties,2,"3,200",140 to 150,"1,500 to 1,600",Dec-24
LINCOLN SUITES,KHIANG GUAN AVENUE,11,Non-Landed Properties,4,"13,500",450 to 460,"4,800 to 4,900",Dec-24
LEEDON RESIDENCE,LEEDON HEIGHTS,10,Non-Landed Properties,2,"6,800",90 to 100,"1,000 to 1,100",Dec-24
THE IMPERIAL,JALAN RUMBIA,09,Non-Landed Properties,3,"8,700",160 to 170,"1,700 to 1,800",Dec-24
SHAW PLAZA - TWIN HEIGHTS,BALESTIER ROAD,12,Non-Landed Properties,3,"5,200",130 to 140,"1,400 to 1,500",Dec-24
PARC RIVIERA,WEST COAST VALE,05,Non-Landed Properties,1,"2,700",40 to 50,400 to 500,Dec-24
NEPTUNE COURT,MARINE VISTA,15,Non-Landed Properties,NA,"5,500",150 to 160,"1,600 to 1,700",Dec-24
VETRO,MAR THOMA ROAD,12,Non-Landed Properties,1,"2,500",40 to 50,400 to 500,Dec-24
CAPE ROYALE,COVE WAY,04,Non-Landed Properties,4,"13,500",230 to 240,"2,500 to 2,600",Dec-24
AFFINITY AT SERANGOON,SERANGOON NORTH AVENUE 1,19,Non-Landed Properties,2,"3,400",50 to 60,600 to 700,Dec-24
PARC ESTA,SIMS AVENUE,14,Non-Landed Properties,2,"4,200",50 to 60,600 to 700,Dec-24
THE COSMOPOLITAN,KIM SENG ROAD,09,Non-Landed Properties,2,"7,000",100 to 110,"1,100 to 1,200",Dec-24
THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,05,Non-Landed Properties,1,"3,500",90 to 100,"1,000 to 1,100",Dec-24
EASTPOINT GREEN,SIMEI STREET 3,18,Non-Landed Properties,3,"4,000",100 to 110,"1,100 to 1,200",Dec-24
THE STERLING,BUKIT TIMAH ROAD,21,Non-Landed Properties,4,"7,800",180 to 190,"1,900 to 2,000",Dec-24
SUITES @ GUILLEMARD,LIM AH WOO ROAD,15,Non-Landed Properties,1,"2,250",20 to 30,200 to 300,Dec-24
FERNHILL RESIDENCES,FERNHILL ROAD,10,Non-Landed Properties,3,"6,300",140 to 150,"1,500 to 1,600",Dec-24
LEONIE CONDOTEL,LEONIE HILL ROAD,09,Non-Landed Properties,4,"11,200",250 to 260,"2,700 to 2,800",Dec-24
THE CHUAN,LORONG CHUAN,19,Non-Landed Properties,2,"4,650",80 to 90,"900 to 1,000",Dec-24
PARC ESTA,SIMS AVENUE,14,Non-Landed Properties,1,"3,700",40 to 50,400 to 500,Dec-24
URBAN SUITES,HULLET ROAD,09,Non-Landed Properties,3,"9,200",140 to 150,"1,500 to 1,600",Dec-24
MANDARIN GARDENS,SIGLAP ROAD,15,Non-Landed Properties,3,"8,000",180 to 190,"2,000 to 2,100",Dec-24
ST THOMAS SUITES,ST. THOMAS WALK,09,Non-Landed Properties,4,"10,000",180 to 190,"2,000 to 2,100",Dec-24
WING FONG MANSIONS/WING FONG COURT,LORONG 14 GEYLANG,14,Non-Landed Properties,2,"4,300",80 to 90,"900 to 1,000",Dec-24
SIMS URBAN OASIS,SIMS DRIVE,14,Non-Landed Properties,2,"4,100",80 to 90,800 to 900,Dec-24
KENSINGTON PARK CONDOMINIUM,KENSINGTON PARK DRIVE,19,Non-Landed Properties,3,"4,200",130 to 140,"1,400 to 1,500",Dec-24
AQUARINE GARDENS,UPPER EAST COAST ROAD,15,Non-Landed Properties,3,"4,300",100 to 110,"1,000 to 1,100",Dec-24
SKYSUITES@ANSON,ENGGOR STREET,02,Non-Landed Properties,NA,"3,400",30 to 40,300 to 400,Dec-24
ONE-NORTH EDEN,SLIM BARRACKS RISE,05,Non-Landed Properties,3,"6,500",100 to 110,"1,100 to 1,200",Dec-24
BLOSSOM VIEW,LORONG 26 GEYLANG,14,Non-Landed Properties,NA,"3,380",90 to 100,"1,000 to 1,100",Dec-24
SHANGRI-LA RESIDENCES,LADY HILL ROAD,10,Non-Landed Properties,NA,"11,645",150 to 160,"1,600 to 1,700",Dec-24
PRESTIGE LOFT,TELOK KURAU ROAD,15,Non-Landed Properties,1,"2,750",30 to 40,300 to 400,Dec-24
PARVIS,HOLLAND HILL,10,Non-Landed Properties,3,"8,800",150 to 160,"1,700 to 1,800",Dec-24
TERRENE AT BUKIT TIMAH,JALAN JURONG KECHIL,21,Non-Landed Properties,2,"4,200",90 to 100,"900 to 1,000",Dec-24
VALLEY HOUSE,RIVER VALLEY ROAD,09,Non-Landed Properties,3,"4,800",150 to 160,"1,600 to 1,700",Dec-24
YONG AN PARK,RIVER VALLEY ROAD,09,Non-Landed Properties,4,"12,000",280 to 290,"3,100 to 3,200",Dec-24
SIMSVILLE,GEYLANG EAST AVENUE 2,14,Non-Landed Properties,2,"4,400",90 to 100,"900 to 1,000",Dec-24
CHERRYHILL,LORONG LEW LIAN,19,Non-Landed Properties,2,"3,500",90 to 100,"1,000 to 1,100",Dec-24
STARLIGHT SUITES,RIVER VALLEY CLOSE,09,Non-Landed Properties,1,"4,800",70 to 80,800 to 900,Dec-24
POLLEN & BLEU,FARRER DRIVE,10,Non-Landed Properties,2,"4,300",80 to 90,800 to 900,Dec-24
SOUTHAVEN II,HINDHEDE WALK,21,Non-Landed Properties,3,"6,200",270 to 280,"2,900 to 3,000",Dec-24
THE SHELFORD,SHELFORD ROAD,11,Non-Landed Properties,3,"6,200",120 to 130,"1,300 to 1,400",Dec-24
TREASURE AT TAMPINES,TAMPINES LANE,18,Non-Landed Properties,1,"2,700",40 to 50,400 to 500,Dec-24
THE GALE,FLORA ROAD,17,Non-Landed Properties,3,"4,800",120 to 130,"1,300 to 1,400",Dec-24
SKY VUE,BISHAN STREET 15,20,Non-Landed Properties,3,"5,200",100 to 110,"1,100 to 1,200",Dec-24
THE M,MIDDLE ROAD,07,Non-Landed Properties,1,"4,200",40 to 50,500 to 600,Dec-24
WATERCREST,LOYANG BESAR CLOSE,17,Non-Landed Properties,NA,"4,000",120 to 130,"1,300 to 1,400",Dec-24
SUITES @ EUNOS,JALAN YASIN,14,Non-Landed Properties,1,"2,700",30 to 40,300 to 400,Dec-24
URBAN TREASURES,JALAN EUNOS,14,Non-Landed Properties,1,"2,705",40 to 50,400 to 500,Dec-24
GLOBAL VILLE,JALAN RAJA UDANG,12,Non-Landed Properties,3,"4,300",110 to 120,"1,100 to 1,200",Dec-24
TREASURE AT TAMPINES,TAMPINES LANE,18,Non-Landed Properties,2,"3,300",50 to 60,500 to 600,Dec-24
CAIRNHILL PLAZA,CAIRNHILL ROAD,09,Non-Landed Properties,2,"8,400",210 to 220,"2,200 to 2,300",Dec-24
HIJAUAN,CAVENAGH ROAD,09,Non-Landed Properties,2,"5,000",90 to 100,"1,000 to 1,100",Dec-24
EON SHENTON,SHENTON WAY,02,Non-Landed Properties,3,"5,600",90 to 100,"900 to 1,000",Dec-24
LAKEHOLMZ,CORPORATION ROAD,22,Non-Landed Properties,2,"4,400",90 to 100,"1,000 to 1,100",Dec-24
WOODHAVEN,WOODGROVE AVENUE,25,Non-Landed Properties,1,"3,000",50 to 60,600 to 700,Dec-24
TROPIKA EAST,FOO KIM LIN ROAD,14,Non-Landed Properties,1,"2,750",40 to 50,400 to 500,Dec-24
CASA SARINA,LORONG SARINA,14,Non-Landed Properties,3,"4,000",120 to 130,"1,300 to 1,400",Dec-24
CENTRA SUITES,LORONG 25A GEYLANG,14,Non-Landed Properties,1,"2,800",40 to 50,400 to 500,Dec-24
THE CATHAY RESIDENCE,MOUNT SOPHIA,09,Non-Landed Properties,2,"5,696",90 to 100,"900 to 1,000",Dec-24
ONE-NORTH EDEN,SLIM BARRACKS RISE,05,Non-Landed Properties,4,"8,000",130 to 140,"1,300 to 1,400",Dec-24
ONE FORT,FORT ROAD,15,Non-Landed Properties,2,"4,050",90 to 100,"1,000 to 1,100",Dec-24
WATERFRONT ISLE,BEDOK RESERVOIR ROAD,16,Non-Landed Properties,3,"5,400",110 to 120,"1,200 to 1,300",Dec-24
ALEXIS,ALEXANDRA ROAD,03,Non-Landed Properties,1,"3,500",40 to 50,500 to 600,Dec-24
STRATA,ESSEX ROAD,11,Non-Landed Properties,2,"4,500",90 to 100,"1,000 to 1,100",Dec-24
OXFORD SUITES,OXFORD ROAD,08,Non-Landed Properties,1,"3,500",60 to 70,600 to 700,Dec-24
NEWTON SUITES,NEWTON ROAD,11,Non-Landed Properties,2,"4,500",70 to 80,700 to 800,Dec-24
RIVERFRONT RESIDENCES,HOUGANG AVENUE 7,19,Non-Landed Properties,3,"4,600",90 to 100,"1,000 to 1,100",Dec-24
URBAN VISTA,TANAH MERAH KECHIL LINK,16,Non-Landed Properties,3,"4,000",70 to 80,800 to 900,Dec-24
VISTA RESIDENCES,JALAN DATOH,12,Non-Landed Properties,3,"5,500",100 to 110,"1,100 to 1,200",Dec-24
GUILLEMARD EDGE,LORONG 30 GEYLANG,14,Non-Landed Properties,1,"2,600",40 to 50,400 to 500,Dec-24
MI CASA,CHOA CHU KANG AVENUE 3,23,Non-Landed Properties,3,"4,000",120 to 130,"1,300 to 1,400",Dec-24
SPACE @ KOVAN,YIO CHU KANG ROAD,19,Non-Landed Properties,1,"2,500",30 to 40,400 to 500,Dec-24
